,mapping_framework,mapping_framework_version,capability_group,capability_id,capability_description,mapping_type,attack_object_id,attack_object_name,attack_version,technology_domain,score_category,score_value,related_score,references,comments,organization,creation_date,last_update
0,veris,1.4.1,action.hacking,action.hacking.variety.Evade Defenses,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1036.008,Masquerade File Type,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
1,veris,1.4.1,action.hacking,action.hacking.variety.Evade Defenses,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1036.009,Break Process Trees,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
2,veris,1.4.1,action.hacking,action.hacking.variety.Evade Defenses,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1036.001,Invalid Code Signature,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
3,veris,1.4.1,action.hacking,action.hacking.variety.Evade Defenses,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1036.005,Match Legitimate Resource Name or Location,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
4,veris,1.4.1,action.hacking,action.hacking.variety.Evade Defenses,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1036.006,Space after Filename,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
5,veris,1.4.1,action.hacking,action.hacking.variety.Evade Defenses,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1036.007,Double File Extension,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
6,veris,1.4.1,action.hacking,action.hacking.variety.Evade Defenses,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1036.010,Masquerade Account Name,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
7,veris,1.4.1,action.hacking,action.hacking.variety.Evade Defenses,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1036,Masquerading,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
8,veris,1.4.1,action.hacking,action.hacking.variety.Evade Defenses,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1036.004,Masquerade Task or Service,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
9,veris,1.4.1,action.hacking,action.hacking.variety.Evade Defenses,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1036.003,Rename Legitimate Utilities,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
10,veris,1.4.1,action.hacking,action.hacking.variety.Evade Defenses,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1027.015,Compression,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
11,veris,1.4.1,action.malware,action.malware.variety.Other,Other,related-to,T1080,Taint Shared Content,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
12,veris,1.4.1,action.hacking,action.hacking.variety.OS commanding,OS commanding. Child of 'Exploit vuln'.,related-to,T1059,Command and Scripting Interpreter,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
13,veris,1.4.1,action.hacking,action.hacking.variety.Other,Other,related-to,T1677,Poisoned Pipeline Execution,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
14,veris,1.4.1,action.hacking,action.hacking.variety.Disable controls,Disable or interfere with security controls,related-to,T1489,Service Stop,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
15,veris,1.4.1,action.hacking,action.hacking.variety.Exploit vuln,"Exploit vulnerability in code (vs misconfig or weakness). This can be used with other hacking enumerations, (such as XSS when an XSS vuln exists.). Parent of many hacking varieties.",related-to,T1687,Exploitation for Defense Impairment,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
16,veris,1.4.1,action.hacking,action.hacking.variety.Disable controls,Disable or interfere with security controls,related-to,T1685.003,Modify or Spoof Tool UI,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
17,veris,1.4.1,action.hacking,action.hacking.variety.Disable controls,Disable or interfere with security controls,related-to,T1685.005,Clear Windows Event Logs,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
18,veris,1.4.1,action.social,action.social.variety.Evade Defenses,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1684,Social Engineering,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
19,veris,1.4.1,action.social,action.social.variety.Evade Defenses,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1684.001,Impersonation,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
20,veris,1.4.1,action.hacking,action.hacking.variety.Profile host,Enumerating the state of the current host,related-to,T1673,Virtual Machine Discovery,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
21,veris,1.4.1,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1678,Delay Execution,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
22,veris,1.4.1,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1679,Selective Exclusion,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
23,veris,1.4.1,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1027.011,Fileless Storage,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
24,veris,1.4.1,action.hacking,action.hacking.variety.Other,Other,related-to,T1001,Data Obfuscation,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
25,veris,1.4.1,action.hacking,action.hacking.variety.Profile host,Enumerating the state of the current host,related-to,T1680,Local Storage Discovery,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
26,veris,1.4.1,action.hacking,action.hacking.variety.Prompt injection,Malicious actions taken against an LLM model,non_mappable,,,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
27,veris,1.4.1,action.hacking,action.hacking.variety.Evade Defenses,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1564.014,Extended Attributes,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
28,veris,1.4.1,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1675,ESXi Administration Command,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
29,veris,1.4.1,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1578,Modify Cloud Compute Infrastructure,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
30,veris,1.4.1,action.hacking,action.hacking.variety.DoS,Denial of service,related-to,T1667,Email Bombing,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
31,veris,1.4.1,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1569,System Services,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
32,veris,1.4.1,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1564.013,Bind Mounts,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
33,veris,1.4.1,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1564.014,Extended Attributes,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
34,veris,1.4.1,action.hacking,action.hacking.variety.Evade Defenses,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1564.013,Bind Mounts,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
35,veris,1.4.1,action.hacking,action.hacking.variety.Evade Defenses,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1564.012,File/Path Exclusions,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
36,veris,1.4.1,action.hacking,action.hacking.variety.Profile host,Enumerating the state of the current host,related-to,T1518.001,Security Software Discovery,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
37,veris,1.4.1,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1505.001,SQL Stored Procedures,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
38,veris,1.4.1,action.hacking,action.hacking.vector.Physical access,"Physical access or connection (i.e., at keyboard or via cable)",related-to,T1200,Hardware Additions,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
39,veris,1.4.1,action.malware,action.malware.variety.Adminware,"System or network utilities (e.g., PsTools, Netcat)",related-to,T1219,Remote Access Tools,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
40,veris,1.4.1,action.hacking,action.hacking.vector.Desktop sharing software,Superset of 'Desktop sharing' and '3rd party desktop'.  Please use in place of the other two,related-to,T1219,Remote Access Tools,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
41,veris,1.4.1,action.malware,action.malware.variety.Capture stored data,Capture data stored on system disk,related-to,T1213,Data from Information Repositories,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
42,veris,1.4.1,action.malware,action.malware.variety.Other,Other,related-to,T1204.004,Malicious Copy and Paste,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
43,veris,1.4.1,action.malware,action.malware.variety.Other,Other,related-to,T1204.001,Malicious Link,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
44,veris,1.4.1,action.malware,Action.Malware.Vector.Other,Other,related-to,T1176.001,Browser Extensions,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
45,veris,1.4.1,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1127.001,MSBuild,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
46,veris,1.4.1,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1059.012,Hypervisor CLI,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
47,veris,1.4.1,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1059.009,Cloud API,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
48,veris,1.4.1,action.hacking,action.hacking.variety.Evade Defenses,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1684.002,Email Spoofing,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
49,veris,1.4.1,action.hacking,action.hacking.variety.Evade Defenses,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1036.002,Right-to-Left Override,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
50,veris,1.4.1,action.malware,action.malware.variety.In-memory,(malware never stored to persistent storage),related-to,T1036.004,Masquerade Task or Service,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
51,veris,1.4.1,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1027.018,Invisible Unicode,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
52,veris,1.4.1,action.hacking,action.hacking.variety.Evade Defenses,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1036.011,Overwrite Process Arguments,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
53,veris,1.4.1,action.hacking,action.hacking.variety.Evade Defenses,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1027.017,SVG Smuggling,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
54,veris,1.4.1,action.hacking,action.hacking.variety.Evade Defenses,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1027,Obfuscated Files or Information,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
55,veris,1.4.1,action.hacking,Action.Hacking.Variety.Soap array abuse,Soap array abuse. Child of 'Exploit vuln'.,related-to,T1190,Exploit Public-Facing Application,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
56,veris,1.4.1,action.hacking,Action.Hacking.Variety.Soap array abuse,Soap array abuse. Child of 'Exploit vuln'.,related-to,T1210,Exploitation of Remote Services,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
57,veris,1.4.1,action.hacking,Action.Hacking.Variety.Soap array abuse,Soap array abuse. Child of 'Exploit vuln'.,related-to,T1071.001,Web Protocols,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
58,veris,1.4.1,action.hacking,Action.Hacking.Variety.Reverse engineering,Reverse engineering. Child of 'Exploit vuln'.,related-to,T1203,Exploitation for Client Execution,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
59,veris,1.4.1,value_chain.development,Value_chain.development.variety.Email,Develop an email such as for phishing.,related-to,T1683.001,Written Content,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
60,veris,1.4.1,attribute.integrity,Attribute.Integrity.Variety.Hardware tampering,Hardware tampering or physical alteration,related-to,T1200,Hardware Additions,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
61,veris,1.4.1,attribute.availability,Attribute.Availability.Variety.Acceleration,Acceleration,related-to,T1498,Network Denial of Service,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
62,veris,1.4.1,action.hacking,Action.Hacking.Variety.Mail command injection,Mail command injection. Child of 'Exploit vuln'.,related-to,T1566.001,Spearphishing Attachment,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
63,veris,1.4.1,action.malware,action.malware.variety.In-memory,(malware never stored to persistent storage),related-to,T1036.011,Overwrite Process Arguments,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
64,veris,1.4.1,action.hacking,Action.Hacking.Variety.CSRF,Cross-site request forgery. Child of 'Exploit vuln'.,related-to,T1203,Exploitation for Client Execution,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
65,veris,1.4.1,action.hacking,Action.Hacking.Variety.Mail command injection,Mail command injection. Child of 'Exploit vuln'.,related-to,T1566.002,Spearphishing Link,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
66,veris,1.4.1,action.hacking,Action.Hacking.Variety.Path traversal,Path traversal. Child of 'Exploit vuln'.,related-to,T1190,Exploit Public-Facing Application,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
67,veris,1.4.1,action.hacking,Action.Hacking.Variety.Reverse engineering,Reverse engineering. Child of 'Exploit vuln'.,related-to,T1190,Exploit Public-Facing Application,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
68,veris,1.4.1,action.hacking,Action.Hacking.Variety.RFI,Remote file inclusion. Child of 'Exploit vuln'.,related-to,T1190,Exploit Public-Facing Application,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
69,veris,1.4.1,action.hacking,Action.Hacking.Variety.Special element injection,Special element injection. Child of 'Exploit vuln'.,related-to,T1190,Exploit Public-Facing Application,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
70,veris,1.4.1,action.hacking,Action.Hacking.Variety.SSI injection,SSI injection. Child of 'Exploit vuln'.,related-to,T1190,Exploit Public-Facing Application,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
71,veris,1.4.1,action.hacking,Action.Hacking.Variety.URL redirector abuse,URL redirector abuse. Child of 'Exploit vuln'.,related-to,T1190,Exploit Public-Facing Application,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
72,veris,1.4.1,action.hacking,Action.Hacking.Variety.User breakout,Elevation of privilege by another customer in shared environment. Child of 'Exploit vuln'.,related-to,T1068,Exploitation for Privilege Escalation,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
73,veris,1.4.1,action.hacking,Action.Hacking.Variety.XML attribute blowup,XML attribute blowup. Child of 'Exploit vuln'.,related-to,T1499,Endpoint Denial of Service,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
74,veris,1.4.1,action.hacking,Action.Hacking.Variety.XML entity expansion,XML entity expansion. Child of 'Exploit vuln'.,related-to,T1499,Endpoint Denial of Service,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
75,veris,1.4.1,action.hacking,Action.Hacking.Variety.XQuery injection,XQuery injection. Child of 'Exploit vuln'.,related-to,T1190,Exploit Public-Facing Application,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
76,veris,1.4.1,action.hacking,Action.Hacking.Variety.XSS,Cross-site scripting. Child of 'Exploit vuln'.,related-to,T1190,Exploit Public-Facing Application,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
77,veris,1.4.1,action.hacking,Action.Hacking.Vector.Other,Other,related-to,T1669,Wi-Fi Networks,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
78,veris,1.4.1,action.malware,Action.Malware.Variety.Spam,Send spam,related-to,T1566,Phishing,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
79,veris,1.4.1,action.malware,Action.Malware.Vector.Email autoexecute,Email via automatic execution. Child of 'Email',related-to,T1203,Exploitation for Client Execution,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
80,veris,1.4.1,action.malware,Action.Malware.Vector.Email unknown,"Email but sub-variety (attachment, autoexecute, link, etc) not known. Child of 'Email'",non_mappable,,,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
81,veris,1.4.1,action.malware,Action.Malware.Vector.Other,Other,related-to,T1176.002,IDE Extensions,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
82,veris,1.4.1,action.malware,Action.Malware.Vector.Unknown,Unknown,non_mappable,,,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
83,veris,1.4.1,action.social,Action.Social.Variety.Baiting,"Prepare malicious content in a location where a victim is likely to interact with it. (e.g. SEO - vect: websites, left usbs- vect: removable media, etc)",related-to,T1204,User Execution,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
84,veris,1.4.1,action.social,Action.Social.Variety.Bribery,Bribery or solicitation,related-to,T1684,Social Engineering,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
85,veris,1.4.1,action.social,Action.Social.Variety.Elicitation,Elicitation (subtle extraction of info through conversation),related-to,T1684,Social Engineering,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
86,veris,1.4.1,action.social,Action.Social.Variety.Extortion,Extortion or blackmail,related-to,T1684,Social Engineering,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
87,veris,1.4.1,action.social,Action.Social.Variety.Other,Other,non_mappable,,,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
88,veris,1.4.1,action.social,Action.Social.Variety.Prompt Bombing,Bombarding the user with MFA prompts to get them to accept the login request,related-to,T1621,Multi-Factor Authentication Request Generation,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
89,veris,1.4.1,action.social,Action.Social.Variety.Propaganda,Propaganda or disinformation,related-to,T1566,Phishing,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
90,veris,1.4.1,action.social,Action.Social.Variety.Scam,"Online scam or hoax (e.g., scareware, 419 scam, auction fraud)",related-to,T1203,Exploitation for Client Execution,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
91,veris,1.4.1,action.social,Action.Social.Variety.Spam,Spam (unsolicited or undesired email and advertisements),related-to,T1566,Phishing,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
92,veris,1.4.1,action.social,Action.Social.Variety.Unknown,Unknown,related-to,T1684,Social Engineering,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
93,veris,1.4.1,action.social,Action.Social.Vector.Documents,Documents,related-to,T1203,Exploitation for Client Execution,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
94,veris,1.4.1,action.social,Action.Social.Vector.IM,Instant messaging,related-to,T1203,Exploitation for Client Execution,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
95,veris,1.4.1,action.social,Action.Social.Vector.In-person,In-person,non_mappable,,,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
96,veris,1.4.1,action.social,Action.Social.Vector.Other,Other,non_mappable,,,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
97,veris,1.4.1,action.social,Action.Social.Vector.Phone,Phone,related-to,T1598.004,Spearphishing Voice,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
98,veris,1.4.1,action.social,Action.Social.Vector.SMS,SMS or texting,related-to,T1566,Phishing,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
99,veris,1.4.1,action.social,action.social.vector.Virtual meeting,Video call or virtual meeting,related-to,T1684,Social Engineering,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
100,veris,1.4.1,attribute.availability,Attribute.Availability.Variety.Acceleration,Acceleration,related-to,T1499,Endpoint Denial of Service,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
101,veris,1.4.1,attribute.availability,Attribute.Availability.Variety.Other,Other,non_mappable,,,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
102,veris,1.4.1,attribute.availability,Attribute.Availability.Variety.Unknown,Unknown,non_mappable,,,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
103,veris,1.4.1,attribute.integrity,Attribute.Integrity.Variety.Fraudulent transaction,Initiate fraudulent transaction,related-to,T1657,Financial Theft,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
104,veris,1.4.1,attribute.integrity,Attribute.Integrity.Variety.Hardware tampering,Hardware tampering or physical alteration,related-to,T1195.003,Compromise Hardware Supply Chain,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
105,veris,1.4.1,attribute.integrity,Attribute.Integrity.Variety.Other,Other,non_mappable,,,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
106,veris,1.4.1,value_chain.development,Value_chain.development.variety.NA,No type of development was necessary,non_mappable,,,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
107,veris,1.4.1,value_chain.development,Value_chain.development.variety.Physical,Development of something physical such as a skimming device,related-to,T1200,Hardware Additions,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
108,veris,1.4.1,action.malware,action.malware.variety.Other,Other,related-to,T1587.001,Malware,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
109,veris,1.4.1,action.social,action.social.variety.Evade Defenses,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1684.002,Email Spoofing,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
110,veris,1.4.1,action.hacking,action.hacking.variety.Other,Other,related-to,T1674,Input Injection,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
111,veris,1.4.1,action.hacking,action.hacking.variety.Other,Other,related-to,T1001.001,Junk Data,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
112,veris,1.4.1,action.hacking,action.hacking.variety.Other,Other,related-to,T1001.002,Steganography,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
113,veris,1.4.1,action.hacking,action.hacking.variety.Other,Other,related-to,T1001.003,Protocol or Service Impersonation,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
114,veris,1.4.1,action.hacking,action.hacking.variety.Other,Other,related-to,T1071,Application Layer Protocol,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
115,veris,1.4.1,action.hacking,action.hacking.variety.Other,Other,related-to,T1071.001,Web Protocols,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
116,veris,1.4.1,action.hacking,action.hacking.variety.Other,Other,related-to,T1071.002,File Transfer Protocols,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
117,veris,1.4.1,action.hacking,action.hacking.variety.Other,Other,related-to,T1071.003,Mail Protocols,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
118,veris,1.4.1,action.hacking,action.hacking.variety.Other,Other,related-to,T1071.004,DNS,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
119,veris,1.4.1,action.hacking,action.hacking.variety.Other,Other,related-to,T1105,Ingress Tool Transfer,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
120,veris,1.4.1,action.hacking,action.hacking.variety.Other,Other,related-to,T1127.001,MSBuild,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
121,veris,1.4.1,action.malware,action.malware.variety.Other,Other,related-to,T1204,User Execution,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
122,veris,1.4.1,action.malware,action.malware.variety.Other,Other,related-to,T1204.005,Malicious Library,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
123,veris,1.4.1,action.malware,action.malware.variety.Other,Other,related-to,T1204.002,Malicious File,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
124,veris,1.4.1,action.malware,action.malware.variety.Other,Other,related-to,T1204.003,Malicious Image,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
125,veris,1.4.1,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1671,Cloud Application Integration,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
126,veris,1.4.1,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1027.012,LNK Icon Smuggling,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
127,veris,1.4.1,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1027.013,Encrypted/Encoded File,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
128,veris,1.4.1,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1059.013,Container CLI/API,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
129,veris,1.4.1,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1059.010,AutoHotKey & AutoIT,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
130,veris,1.4.1,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1059.011,Lua,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
131,veris,1.4.1,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1127.002,ClickOnce,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
132,veris,1.4.1,action.hacking,action.hacking.variety.Backdoor,Hacking action that creates a backdoor for use.,related-to,T1098.006,Additional Container Cluster Roles,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
133,veris,1.4.1,attribute.integrity,action.hacking.variety.Backdoor,Hacking action that creates a backdoor for use.,related-to,T1098.007,Additional Local or Domain Groups,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
134,veris,1.4.1,action.hacking,action.hacking.variety.Evade Defenses,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1027.016,Junk Code Insertion,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
135,veris,1.4.1,action.hacking,action.hacking.variety.Evade Defenses,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1027.001,Binary Padding,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
136,veris,1.4.1,action.hacking,action.hacking.variety.Evade Defenses,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1027.002,Software Packing,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
137,veris,1.4.1,action.hacking,action.hacking.variety.Evade Defenses,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1027.003,Steganography,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
138,veris,1.4.1,action.hacking,action.hacking.variety.Evade Defenses,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1027.004,Compile After Delivery,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
139,veris,1.4.1,action.hacking,action.hacking.variety.Evade Defenses,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1027.010,Command Obfuscation,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
140,veris,1.4.1,action.hacking,action.hacking.variety.Evade Defenses,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1027.011,Fileless Storage,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
141,veris,1.4.1,action.hacking,action.hacking.variety.Evade Defenses,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1027.012,LNK Icon Smuggling,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
