,mapping_framework,mapping_framework_version,capability_group,capability_id,capability_description,mapping_type,attack_object_id,attack_object_name,attack_version,technology_domain,score_category,score_value,related_score,references,comments,organization,creation_date,last_update
268,veris,1.4.1,action.hacking,action.hacking.variety.Profile host,Enumerating the state of the current host,related-to,T1012,Query Registry,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
269,veris,1.4.1,action.hacking,action.hacking.variety.Profile host,Enumerating the state of the current host,related-to,T1033,System Owner/User Discovery,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
270,veris,1.4.1,action.hacking,action.hacking.variety.Profile host,Enumerating the state of the current host,related-to,T1057,Process Discovery,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
271,veris,1.4.1,action.hacking,action.hacking.variety.Profile host,Enumerating the state of the current host,related-to,T1069,Permission Groups Discovery,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
272,veris,1.4.1,action.hacking,action.hacking.variety.Profile host,Enumerating the state of the current host,related-to,T1136.003,Cloud Account,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
273,veris,1.4.1,action.hacking,action.hacking.variety.Profile host,Enumerating the state of the current host,related-to,T1082,System Information Discovery,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
274,veris,1.4.1,action.hacking,action.hacking.variety.Profile host,Enumerating the state of the current host,related-to,T1083,File and Directory Discovery,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
275,veris,1.4.1,action.hacking,action.hacking.variety.Profile host,Enumerating the state of the current host,related-to,T1087,Account Discovery,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
276,veris,1.4.1,action.hacking,action.hacking.variety.Profile host,Enumerating the state of the current host,related-to,T1573.001,Symmetric Cryptography,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
277,veris,1.4.1,action.hacking,action.hacking.variety.Profile host,Enumerating the state of the current host,related-to,T1119,Automated Collection,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
278,veris,1.4.1,action.hacking,action.hacking.variety.Profile host,Enumerating the state of the current host,related-to,T1120,Peripheral Device Discovery,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
279,veris,1.4.1,action.hacking,action.hacking.variety.Profile host,Enumerating the state of the current host,related-to,T1124,System Time Discovery,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
280,veris,1.4.1,action.hacking,action.hacking.variety.Profile host,Enumerating the state of the current host,related-to,T1201,Password Policy Discovery,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
281,veris,1.4.1,action.hacking,action.hacking.variety.Scan network,Enumerating the state of the network,related-to,T1018,Remote System Discovery,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
282,veris,1.4.1,action.hacking,action.hacking.variety.Scan network,Enumerating the state of the network,related-to,T1007,System Service Discovery,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
283,veris,1.4.1,action.hacking,action.hacking.variety.Scan network,Enumerating the state of the network,related-to,T1046,Network Service Discovery,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
284,veris,1.4.1,action.hacking,action.hacking.variety.Scan network,Enumerating the state of the network,related-to,T1049,System Network Connections Discovery,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
285,veris,1.4.1,action.hacking,action.hacking.variety.Scan network,Enumerating the state of the network,related-to,T1119,Automated Collection,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
286,veris,1.4.1,action.hacking,action.hacking.variety.Scan network,Enumerating the state of the network,related-to,T1135,Network Share Discovery,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
287,veris,1.4.1,action.hacking,action.hacking.variety.Session fixation,Session fixation. Child of 'Exploit vuln'.,related-to,T1185,Browser Session Hijacking,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
288,veris,1.4.1,action.hacking,action.hacking.variety.Session fixation,Session fixation. Child of 'Exploit vuln'.,related-to,T1212,Exploitation for Credential Access,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
289,veris,1.4.1,action.hacking,action.hacking.variety.SQLi,SQL injection. Child of 'Exploit vuln'.,related-to,T1190,Exploit Public-Facing Application,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
290,veris,1.4.1,action.hacking,action.hacking.variety.Unknown,Unknown,related-to,T1134,Access Token Manipulation,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
291,veris,1.4.1,action.hacking,action.hacking.variety.Unknown,Unknown,related-to,T1127,Trusted Developer Utilities Proxy Execution,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
292,veris,1.4.1,action.hacking,action.hacking.variety.Use of stolen creds,Use of stolen or default authentication credentials (including credential stuffing),related-to,T1021,Remote Services,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
293,veris,1.4.1,action.hacking,action.hacking.variety.Use of stolen creds,Use of stolen or default authentication credentials (including credential stuffing),related-to,T1027.007,Dynamic API Resolution,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
294,veris,1.4.1,action.hacking,action.hacking.variety.Use of stolen creds,Use of stolen or default authentication credentials (including credential stuffing),related-to,T1029,Scheduled Transfer,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
295,veris,1.4.1,action.hacking,action.hacking.variety.Use of stolen creds,Use of stolen or default authentication credentials (including credential stuffing),related-to,T1547.004,Winlogon Helper DLL,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
296,veris,1.4.1,action.hacking,action.hacking.variety.Use of stolen creds,Use of stolen or default authentication credentials (including credential stuffing),related-to,T1598.003,Spearphishing Link,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
297,veris,1.4.1,action.hacking,action.hacking.variety.Use of stolen creds,Use of stolen or default authentication credentials (including credential stuffing),related-to,T1560.001,Archive via Utility,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
298,veris,1.4.1,action.hacking,action.hacking.variety.Use of stolen creds,Use of stolen or default authentication credentials (including credential stuffing),related-to,T1583.004,Server,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
299,veris,1.4.1,action.hacking,action.hacking.variety.Use of stolen creds,Use of stolen or default authentication credentials (including credential stuffing),related-to,T1078,Valid Accounts,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
300,veris,1.4.1,action.hacking,action.hacking.variety.Use of stolen creds,Use of stolen or default authentication credentials (including credential stuffing),related-to,T1011.001,Exfiltration Over Bluetooth,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
301,veris,1.4.1,action.hacking,action.hacking.variety.Use of stolen creds,Use of stolen or default authentication credentials (including credential stuffing),related-to,T1550.004,Web Session Cookie,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
302,veris,1.4.1,action.hacking,action.hacking.variety.Use of stolen creds,Use of stolen or default authentication credentials (including credential stuffing),related-to,T1601.002,Downgrade System Image,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
303,veris,1.4.1,action.hacking,action.hacking.variety.Use of stolen creds,Use of stolen or default authentication credentials (including credential stuffing),related-to,T1569.002,Service Execution,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
304,veris,1.4.1,action.hacking,action.hacking.variety.Use of stolen creds,Use of stolen or default authentication credentials (including credential stuffing),related-to,T1133,External Remote Services,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
305,veris,1.4.1,action.hacking,action.hacking.variety.Use of stolen creds,Use of stolen or default authentication credentials (including credential stuffing),related-to,T1134,Access Token Manipulation,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
306,veris,1.4.1,action.hacking,action.hacking.variety.Use of stolen creds,Use of stolen or default authentication credentials (including credential stuffing),related-to,T1654,Log Enumeration,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
307,veris,1.4.1,action.hacking,action.hacking.variety.Use of stolen creds,Use of stolen or default authentication credentials (including credential stuffing),related-to,T1548,Abuse Elevation Control Mechanism,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
308,veris,1.4.1,action.hacking,action.hacking.variety.Use of stolen creds,Use of stolen or default authentication credentials (including credential stuffing),related-to,T1041,Exfiltration Over C2 Channel,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
309,veris,1.4.1,action.hacking,action.hacking.variety.Use of stolen creds,Use of stolen or default authentication credentials (including credential stuffing),related-to,T1187,Forced Authentication,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
310,veris,1.4.1,action.hacking,action.hacking.variety.XML external entities,XML external entities. Child of 'Exploit vuln'.,related-to,T1558.002,Silver Ticket,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
311,veris,1.4.1,action.hacking,action.hacking.variety.XPath injection,XPath injection. Child of 'Exploit vuln'.,related-to,T1010,Application Window Discovery,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
312,veris,1.4.1,action.hacking,action.hacking.vector.3rd party desktop,"3rd party online desktop sharing (LogMeIn, Go2Assist)",related-to,T1133,External Remote Services,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
313,veris,1.4.1,action.hacking,action.hacking.vector.Backdoor,Hacking actions taken through a backdoor.  C2 is only used by malware.,related-to,T1037,Boot or Logon Initialization Scripts,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
314,veris,1.4.1,action.hacking,action.hacking.vector.Backdoor,Hacking actions taken through a backdoor.  C2 is only used by malware.,related-to,T1053,Scheduled Task/Job,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
315,veris,1.4.1,action.hacking,action.hacking.vector.Backdoor,Hacking actions taken through a backdoor.  C2 is only used by malware.,related-to,T1078,Valid Accounts,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
316,veris,1.4.1,action.hacking,action.hacking.vector.Backdoor,Hacking actions taken through a backdoor.  C2 is only used by malware.,related-to,T1098,Account Manipulation,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
317,veris,1.4.1,action.hacking,action.hacking.vector.Backdoor,Hacking actions taken through a backdoor.  C2 is only used by malware.,related-to,T1133,External Remote Services,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
318,veris,1.4.1,action.hacking,action.hacking.vector.Backdoor,Hacking actions taken through a backdoor.  C2 is only used by malware.,related-to,T1563.002,RDP Hijacking,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
319,veris,1.4.1,action.hacking,action.hacking.vector.Command shell,Remote shell,related-to,T1029,Scheduled Transfer,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
320,veris,1.4.1,action.hacking,action.hacking.vector.Command shell,Remote shell,related-to,T1547.004,Winlogon Helper DLL,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
321,veris,1.4.1,action.hacking,action.hacking.vector.Command shell,Remote shell,related-to,T1598.003,Spearphishing Link,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
322,veris,1.4.1,action.hacking,action.hacking.vector.Command shell,Remote shell,related-to,T1583.004,Server,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
323,veris,1.4.1,action.hacking,action.hacking.vector.Command shell,Remote shell,related-to,T1047,Windows Management Instrumentation,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
324,veris,1.4.1,action.hacking,action.hacking.vector.Command shell,Remote shell,related-to,T1059,Command and Scripting Interpreter,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
325,veris,1.4.1,action.hacking,action.hacking.vector.Command shell,Remote shell,related-to,T1552.008,Chat Messages,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
326,veris,1.4.1,action.hacking,action.hacking.vector.Command shell,Remote shell,related-to,T1505.005,Terminal Services DLL,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
327,veris,1.4.1,action.hacking,action.hacking.vector.Command shell,Remote shell,related-to,T1569,System Services,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
328,veris,1.4.1,action.hacking,action.hacking.vector.Command shell,Remote shell,related-to,T1110,Brute Force,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
329,veris,1.4.1,action.hacking,action.hacking.vector.Command shell,Remote shell,related-to,T1071.001,Web Protocols,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
330,veris,1.4.1,action.hacking,action.hacking.vector.Command shell,Remote shell,related-to,T1127.002,ClickOnce,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
331,veris,1.4.1,action.hacking,action.hacking.vector.Command shell,Remote shell,related-to,T1546.013,PowerShell Profile,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
332,veris,1.4.1,action.hacking,action.hacking.vector.Command shell,Remote shell,related-to,T1584.005,Botnet,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
333,veris,1.4.1,action.hacking,action.hacking.vector.Desktop sharing software,Superset of 'Desktop sharing' and '3rd party desktop'.  Please use in place of the other two,related-to,T1027.007,Dynamic API Resolution,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
334,veris,1.4.1,action.hacking,action.hacking.vector.Desktop sharing software,Superset of 'Desktop sharing' and '3rd party desktop'.  Please use in place of the other two,related-to,T1560.001,Archive via Utility,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
335,veris,1.4.1,action.hacking,action.hacking.vector.Desktop sharing software,Superset of 'Desktop sharing' and '3rd party desktop'.  Please use in place of the other two,related-to,T1133,External Remote Services,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
336,veris,1.4.1,action.hacking,action.hacking.vector.Other network service,Network service that is not remote access or a web application.,related-to,T1008,Fallback Channels,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
337,veris,1.4.1,action.hacking,action.hacking.vector.Other network service,Network service that is not remote access or a web application.,related-to,T1071,Application Layer Protocol,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
338,veris,1.4.1,action.hacking,action.hacking.vector.Other network service,Network service that is not remote access or a web application.,related-to,T1090,Proxy,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
339,veris,1.4.1,action.hacking,action.hacking.vector.Other network service,Network service that is not remote access or a web application.,related-to,T1095,Non-Application Layer Protocol,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
340,veris,1.4.1,action.hacking,action.hacking.vector.Other network service,Network service that is not remote access or a web application.,related-to,T1102,Web Service,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
341,veris,1.4.1,action.hacking,action.hacking.vector.Other network service,Network service that is not remote access or a web application.,related-to,T1104,Multi-Stage Channels,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
342,veris,1.4.1,action.hacking,action.hacking.vector.Other network service,Network service that is not remote access or a web application.,related-to,T1105,Ingress Tool Transfer,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
343,veris,1.4.1,action.hacking,action.hacking.vector.Partner,Partner connection or credential. (Indicates supply chain breach.),related-to,T1195,Supply Chain Compromise,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
344,veris,1.4.1,action.hacking,action.hacking.vector.Partner,Partner connection or credential. (Indicates supply chain breach.),related-to,T1499.003,Application Exhaustion Flood,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
345,veris,1.4.1,action.hacking,action.hacking.vector.Partner,Partner connection or credential. (Indicates supply chain breach.),related-to,T1589.001,Credentials,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
346,veris,1.4.1,action.hacking,action.hacking.vector.Partner,Partner connection or credential. (Indicates supply chain breach.),related-to,T1499.002,Service Exhaustion Flood,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
347,veris,1.4.1,action.hacking,action.hacking.vector.Partner,Partner connection or credential. (Indicates supply chain breach.),related-to,T1199,Trusted Relationship,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
348,veris,1.4.1,action.hacking,action.hacking.vector.Physical access,"Physical access or connection (i.e., at keyboard or via cable)",related-to,T1219.003,Remote Access Hardware,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
349,veris,1.4.1,action.hacking,action.hacking.vector.VPN,VPN,related-to,T1133,External Remote Services,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
350,veris,1.4.1,action.hacking,action.hacking.vector.Web application,Web application,related-to,T1090.002,External Proxy,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
351,veris,1.4.1,action.malware,action.malware.variety.Adminware,"System or network utilities (e.g., PsTools, Netcat)",related-to,T1072,Software Deployment Tools,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
352,veris,1.4.1,action.malware,action.malware.variety.Adware,Adware,related-to,T1199,Trusted Relationship,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
353,veris,1.4.1,action.malware,action.malware.variety.Backdoor,Malware creates a backdoor capability for hacking. Child of 'RAT' when combined with 'Trojan'. Child of 'Backdoor or C2'.,related-to,T1037,Boot or Logon Initialization Scripts,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
354,veris,1.4.1,action.malware,action.malware.variety.Backdoor,Malware creates a backdoor capability for hacking. Child of 'RAT' when combined with 'Trojan'. Child of 'Backdoor or C2'.,related-to,T1098,Account Manipulation,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
355,veris,1.4.1,action.malware,action.malware.variety.Backdoor,Malware creates a backdoor capability for hacking. Child of 'RAT' when combined with 'Trojan'. Child of 'Backdoor or C2'.,related-to,T1133,External Remote Services,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
356,veris,1.4.1,action.malware,action.malware.variety.Backdoor or C2,"Malware creates a remote control capability, but it's unclear if it's a backdoor for hacking or C2 for malware. Parent of 'C2' and 'Backdoor'.",related-to,T1008,Fallback Channels,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
357,veris,1.4.1,action.malware,action.malware.variety.Backdoor or C2,"Malware creates a remote control capability, but it's unclear if it's a backdoor for hacking or C2 for malware. Parent of 'C2' and 'Backdoor'.",related-to,T1098,Account Manipulation,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
358,veris,1.4.1,action.malware,action.malware.variety.Brute force,Brute force attack,related-to,T1110,Brute Force,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
359,veris,1.4.1,action.malware,action.malware.variety.Brute force,Brute force attack,related-to,T1222.002,Linux and Mac Permissions,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
360,veris,1.4.1,action.malware,action.malware.variety.Brute force,Brute force attack,related-to,T1565.001,Stored Data Manipulation,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
361,veris,1.4.1,action.malware,action.malware.variety.Brute force,Brute force attack,related-to,T1021.003,Distributed Component Object Model,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
362,veris,1.4.1,action.malware,action.malware.variety.C2,Malware creates Command and Control capability for malware. Child of 'Backdoor or C2'.,related-to,T1102.001,Dead Drop Resolver,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
363,veris,1.4.1,action.malware,action.malware.variety.C2,Malware creates Command and Control capability for malware. Child of 'Backdoor or C2'.,related-to,T1008,Fallback Channels,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
364,veris,1.4.1,action.malware,action.malware.variety.C2,Malware creates Command and Control capability for malware. Child of 'Backdoor or C2'.,related-to,T1071,Application Layer Protocol,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
365,veris,1.4.1,action.malware,action.malware.variety.C2,Malware creates Command and Control capability for malware. Child of 'Backdoor or C2'.,related-to,T1584.007,Serverless,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
366,veris,1.4.1,action.malware,action.malware.variety.C2,Malware creates Command and Control capability for malware. Child of 'Backdoor or C2'.,related-to,T1055.014,VDSO Hijacking,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
367,veris,1.4.1,action.malware,action.malware.variety.C2,Malware creates Command and Control capability for malware. Child of 'Backdoor or C2'.,related-to,T1021,Remote Services,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
368,veris,1.4.1,action.malware,action.malware.variety.C2,Malware creates Command and Control capability for malware. Child of 'Backdoor or C2'.,related-to,T1561,Disk Wipe,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
369,veris,1.4.1,action.malware,action.malware.variety.C2,Malware creates Command and Control capability for malware. Child of 'Backdoor or C2'.,related-to,T1090,Proxy,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
370,veris,1.4.1,action.malware,action.malware.variety.C2,Malware creates Command and Control capability for malware. Child of 'Backdoor or C2'.,related-to,T1566.003,Spearphishing via Service,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
371,veris,1.4.1,action.malware,action.malware.variety.C2,Malware creates Command and Control capability for malware. Child of 'Backdoor or C2'.,related-to,T1070.005,Network Share Connection Removal,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
372,veris,1.4.1,action.malware,action.malware.variety.C2,Malware creates Command and Control capability for malware. Child of 'Backdoor or C2'.,related-to,T1578.005,Modify Cloud Compute Configurations,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
373,veris,1.4.1,action.malware,action.malware.variety.C2,Malware creates Command and Control capability for malware. Child of 'Backdoor or C2'.,related-to,T1095,Non-Application Layer Protocol,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
374,veris,1.4.1,action.malware,action.malware.variety.C2,Malware creates Command and Control capability for malware. Child of 'Backdoor or C2'.,related-to,T1102,Web Service,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
375,veris,1.4.1,action.malware,action.malware.variety.C2,Malware creates Command and Control capability for malware. Child of 'Backdoor or C2'.,related-to,T1216,System Script Proxy Execution,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
376,veris,1.4.1,action.malware,action.malware.variety.C2,Malware creates Command and Control capability for malware. Child of 'Backdoor or C2'.,related-to,T1036.003,Rename Legitimate Utilities,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
377,veris,1.4.1,action.malware,action.malware.variety.C2,Malware creates Command and Control capability for malware. Child of 'Backdoor or C2'.,related-to,T1546.014,Emond,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
378,veris,1.4.1,action.malware,action.malware.variety.C2,Malware creates Command and Control capability for malware. Child of 'Backdoor or C2'.,related-to,T1104,Multi-Stage Channels,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
379,veris,1.4.1,action.malware,action.malware.variety.C2,Malware creates Command and Control capability for malware. Child of 'Backdoor or C2'.,related-to,T1132,Data Encoding,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
380,veris,1.4.1,action.malware,action.malware.variety.C2,Malware creates Command and Control capability for malware. Child of 'Backdoor or C2'.,related-to,T1583.007,Serverless,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
381,veris,1.4.1,action.malware,action.malware.variety.C2,Malware creates Command and Control capability for malware. Child of 'Backdoor or C2'.,related-to,T1485,Data Destruction,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
382,veris,1.4.1,action.malware,action.malware.variety.Capture app data,Capture data from application or system process,related-to,T1056,Input Capture,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
383,veris,1.4.1,action.malware,action.malware.variety.Capture app data,Capture data from application or system process,related-to,T1596.003,Digital Certificates,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
384,veris,1.4.1,action.malware,action.malware.variety.Capture app data,Capture data from application or system process,related-to,T1547.006,Kernel Modules and Extensions,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
385,veris,1.4.1,action.malware,action.malware.variety.Capture app data,Capture data from application or system process,related-to,T1090.002,External Proxy,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
386,veris,1.4.1,action.malware,action.malware.variety.Capture app data,Capture data from application or system process,related-to,T1546.017,Udev Rules,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
387,veris,1.4.1,action.malware,action.malware.variety.Capture app data,Capture data from application or system process,related-to,T1113,Screen Capture,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
388,veris,1.4.1,action.malware,action.malware.variety.Capture app data,Capture data from application or system process,related-to,T1114,Email Collection,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
389,veris,1.4.1,action.malware,action.malware.variety.Capture app data,Capture data from application or system process,related-to,T1110.002,Password Cracking,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
390,veris,1.4.1,action.malware,action.malware.variety.Capture app data,Capture data from application or system process,related-to,T1556.006,Multi-Factor Authentication,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
391,veris,1.4.1,action.malware,action.malware.variety.Capture app data,Capture data from application or system process,related-to,T1546.009,AppCert DLLs,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
392,veris,1.4.1,action.malware,action.malware.variety.Capture app data,Capture data from application or system process,related-to,T1123,Audio Capture,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
393,veris,1.4.1,action.malware,action.malware.variety.Capture app data,Capture data from application or system process,related-to,T1125,Video Capture,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
394,veris,1.4.1,action.malware,action.malware.variety.Capture app data,Capture data from application or system process,related-to,T1176,Software Extensions,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
395,veris,1.4.1,action.malware,action.malware.variety.Capture app data,Capture data from application or system process,related-to,T1185,Browser Session Hijacking,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
396,veris,1.4.1,action.malware,action.malware.variety.Capture stored data,Capture data stored on system disk,related-to,T1114,Email Collection,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
397,veris,1.4.1,action.malware,action.malware.variety.Capture stored data,Capture data stored on system disk,related-to,T1587,Develop Capabilities,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
398,veris,1.4.1,action.malware,action.malware.variety.Capture stored data,Capture data stored on system disk,related-to,T1558.003,Kerberoasting,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
399,veris,1.4.1,action.malware,action.malware.variety.Capture stored data,Capture data stored on system disk,related-to,T1565.002,Transmitted Data Manipulation,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
400,veris,1.4.1,action.malware,action.malware.variety.Capture stored data,Capture data stored on system disk,related-to,T1005,Data from Local System,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
401,veris,1.4.1,action.malware,action.malware.variety.Capture stored data,Capture data stored on system disk,related-to,T1010,Application Window Discovery,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
402,veris,1.4.1,action.malware,action.malware.variety.Capture stored data,Capture data stored on system disk,related-to,T1025,Data from Removable Media,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
403,veris,1.4.1,action.malware,action.malware.variety.Capture stored data,Capture data stored on system disk,related-to,T1033,System Owner/User Discovery,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
404,veris,1.4.1,action.malware,action.malware.variety.Capture stored data,Capture data stored on system disk,related-to,T1039,Data from Network Shared Drive,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
405,veris,1.4.1,action.malware,action.malware.variety.Capture stored data,Capture data stored on system disk,related-to,T1083,File and Directory Discovery,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
406,veris,1.4.1,action.malware,action.malware.variety.Capture stored data,Capture data stored on system disk,related-to,T1119,Automated Collection,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
407,veris,1.4.1,action.malware,action.malware.variety.Client-side attack,"Client-side or browser attack (e.g., redirection, XSS, AitB)",related-to,T1203,Exploitation for Client Execution,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
408,veris,1.4.1,action.malware,action.malware.variety.Destroy data,Destroy or corrupt stored data,related-to,T1542.002,Component Firmware,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
409,veris,1.4.1,action.malware,action.malware.variety.Destroy data,Destroy or corrupt stored data,related-to,T1092,Communication Through Removable Media,19.1,enterprise,,,,[],,,01/23/2025,06/05/2026
